id,match_id,region,game_mode,elo,version,blue_one,blue_two,blue_three,blue_four,blue_five,red_one,red_two,red_three,red_four,red_five,winning_team
10911,NA1_5034687924,NA1,CLASSIC,SILVER IV,14.13.598.9749,DrMundo,Evelynn,Vex,Caitlyn,Thresh,Darius,JarvanIV,Mordekaiser,Ashe,Velkoz,0
10912,NA1_5034075912,NA1,CLASSIC,SILVER III,14.13.598.9749,Mordekaiser,Evelynn,Tristana,KogMaw,Leona,Zeri,Nunu,Gnar,Jhin,Lux,0
10913,NA1_5034063898,NA1,CLASSIC,SILVER III,14.13.598.9749,Tryndamere,MasterYi,Morgana,Draven,TahmKench,Garen,Evelynn,TwistedFate,Jhin,Sona,0
10914,NA1_5034050229,NA1,CLASSIC,BRONZE II,14.13.598.9749,Trundle,Evelynn,Irelia,Samira,Pantheon,Mordekaiser,Lillia,Garen,MissFortune,Taric,1
10915,NA1_5034042973,NA1,CLASSIC,SILVER III,14.13.598.9749,Quinn,FiddleSticks,Fizz,Twitch,Nautilus,Malphite,Warwick,Yasuo,Ezreal,Lux,0
10916,NA1_5033449953,NA1,CLASSIC,SILVER IV,14.13.598.9749,Shen,Viego,Sett,Kaisa,Lux,Tryndamere,Kayn,Anivia,Caitlyn,MissFortune,0
10917,NA1_5033433253,NA1,CLASSIC,SILVER III,14.13.598.9749,Teemo,Evelynn,Morgana,Caitlyn,Braum,Lux,Shyvana,TwistedFate,Draven,Zyra,0
10918,NA1_5033252846,NA1,CLASSIC,SILVER IV,14.13.598.9749,Garen,LeeSin,Tristana,AurelionSol,Swain,Urgot,Maokai,Nasus,Jhin,Lux,1
10919,NA1_5033222156,NA1,CLASSIC,SILVER II,14.13.598.9749,DrMundo,Graves,Leblanc,Ezreal,Nautilus,Smolder,Evelynn,Yone,Tristana,Poppy,0
10920,NA1_5033201173,NA1,CLASSIC,SILVER II,14.13.598.9749,Akali,Evelynn,Naafiri,Draven,Pantheon,Malphite,Lillia,Brand,Samira,Rell,0
10921,NA1_5032683066,NA1,CLASSIC,BRONZE IV,14.13.598.9749,Kennen,XinZhao,Seraphine,JarvanIV,Morgana,Garen,Kayn,Lux,Tristana,Alistar,0
10922,NA1_5031972207,NA1,CLASSIC,IRON I,14.13.598.9749,JarvanIV,FiddleSticks,Sylas,Aphelios,Thresh,Nasus,Zac,Hwei,Ezreal,Pyke,1
10923,NA1_5031311568,NA1,CLASSIC,IRON II,14.13.598.9749,Naafiri,Yone,Kassadin,Caitlyn,Sona,JarvanIV,Nocturne,Lux,Jinx,Nami,1
10924,NA1_5030709130,NA1,CLASSIC,GOLD IV,14.13.596.7996,Teemo,Shyvana,Zed,Sivir,Rakan,JarvanIV,Nocturne,Malphite,Veigar,Alistar,0
10925,NA1_5030702951,NA1,CLASSIC,GOLD IV,14.13.596.7996,Shen,Lillia,Vex,Caitlyn,Morgana,Chogath,Briar,Veigar,JarvanIV,Ashe,0
10926,NA1_5030355694,NA1,CLASSIC,BRONZE IV,14.13.596.7996,TahmKench,Amumu,Zoe,Samira,Swain,Gnar,Kindred,Yone,JarvanIV,Nautilus,0
10927,NA1_5030349255,NA1,CLASSIC,IRON I,14.13.596.7996,JarvanIV,Brand,Syndra,Jhin,Teemo,Jax,Sejuani,Yone,Caitlyn,Seraphine,0
10928,NA1_5030334644,NA1,CLASSIC,IRON I,14.13.596.7996,JarvanIV,Jax,Lux,Jinx,Ahri,Irelia,Zeri,Malzahar,Ezreal,Nautilus,0
10929,NA1_5030205169,NA1,ARAM,UNRANKED,14.13.596.7996,Zoe,Vladimir,AurelionSol,Kassadin,Corki,MonkeyKing,Brand,Nidalee,Kayle,Rakan,0
10930,NA1_5030194136,NA1,ARAM,UNRANKED,14.13.596.7996,Renata,Orianna,Kalista,Pyke,Vayne,Zilean,Annie,Vi,TwistedFate,Kayle,1
10931,NA1_5030171425,NA1,ARAM,UNRANKED,14.13.596.7996,Bard,Heimerdinger,Garen,Kassadin,Ashe,Teemo,MissFortune,Shen,Morgana,Twitch,1
10932,NA1_5030150567,NA1,ARAM,UNRANKED,14.13.596.7996,Ezreal,Nidalee,Jayce,Teemo,Khazix,Viktor,Renekton,Riven,TahmKench,KogMaw,0
10933,NA1_5030133200,NA1,ARAM,UNRANKED,14.13.596.7996,Zoe,Blitzcrank,Riven,Morgana,Seraphine,Braum,MonkeyKing,Brand,Neeko,Nautilus,1
10934,NA1_5030114394,NA1,ARAM,UNRANKED,14.13.596.7996,Sylas,TahmKench,Mordekaiser,Zac,Singed,Taric,Ahri,Garen,MonkeyKing,Kennen,1
10935,NA1_5029757873,NA1,CLASSIC,BRONZE IV,14.13.596.7996,Illaoi,Nocturne,AurelionSol,Twitch,Brand,JarvanIV,Zac,Lux,Jinx,Zilean,0
10936,NA1_5029539628,NA1,ARAM,UNRANKED,14.13.596.7996,Udyr,Soraka,Ezreal,Heimerdinger,Garen,Veigar,Renekton,Velkoz,TwistedFate,KogMaw,0
10937,NA1_5029531289,NA1,ARAM,UNRANKED,14.13.596.7996,Fizz,TahmKench,Kaisa,Zed,Qiyana,Karma,Annie,Viego,Hwei,Corki,1
10938,NA1_5029515513,NA1,ARAM,UNRANKED,14.13.596.7996,Morgana,Shen,Riven,Kayle,Alistar,Galio,Sivir,Velkoz,Graves,Ezreal,0
10939,NA1_5029495727,NA1,ARAM,UNRANKED,14.13.596.7996,Lulu,Tristana,Velkoz,AurelionSol,Malphite,Volibear,Quinn,Ezreal,Soraka,Galio,0
10940,NA1_5032497909,NA1,CLASSIC,BRONZE IV,14.13.598.9749,Shen,Ekko,Akali,Zeri,Camille,Garen,FiddleSticks,Diana,Caitlyn,Teemo,1
10941,NA1_5031908794,NA1,CLASSIC,UNRANKED,14.13.598.9749,Sett,Volibear,Hwei,Jhin,Thresh,Gangplank,Viego,Naafiri,Zeri,Xerath,0
10942,NA1_5030052655,NA1,CLASSIC,UNRANKED,14.13.596.7996,Aatrox,Belveth,LeeSin,Zeri,Thresh,Sett,Viego,Katarina,Lucian,Nami,0
10943,NA1_5024963104,NA1,ARAM,UNRANKED,14.12.594.4901,Velkoz,Kayn,Ashe,Kaisa,Poppy,Kayle,Jinx,Vi,AurelionSol,Yasuo,0
10944,NA1_5024927539,NA1,CLASSIC,UNRANKED,14.12.594.4901,MonkeyKing,Diana,Lissandra,Smolder,Thresh,Garen,Shyvana,Zed,Zeri,Lulu,1
10945,NA1_5024900186,NA1,CLASSIC,BRONZE I,14.12.594.4901,Tristana,Zyra,Mordekaiser,Jinx,Shaco,Heimerdinger,JarvanIV,Zed,Zeri,Janna,1
10946,NA1_5024869364,NA1,CLASSIC,UNRANKED,14.12.594.4901,Nunu,Leblanc,Lux,Garen,Ashe,Warwick,Senna,Viktor,Kaisa,Pantheon,0
10947,NA1_5024831586,NA1,CLASSIC,UNRANKED,14.12.594.4901,Rumble,Vi,Ahri,Zeri,Nautilus,DrMundo,Nidalee,Lissandra,Ashe,Renata,0
10948,NA1_5024203583,NA1,ARAM,UNRANKED,14.12.594.4901,TwistedFate,Kindred,Poppy,Nocturne,Zed,Nautilus,Kaisa,MasterYi,Jayce,KogMaw,1
10949,NA1_5024164430,NA1,CLASSIC,PLATINUM III,14.12.594.4901,Darius,FiddleSticks,TwistedFate,Zeri,Thresh,Yone,Volibear,Viktor,Ashe,Pyke,1
10950,NA1_5024138761,NA1,CLASSIC,SILVER III,14.12.594.4901,Chogath,Nunu,Yasuo,Jhin,Thresh,Poppy,Lillia,Leblanc,Kaisa,Pantheon,0
10951,NA1_5023571822,NA1,ARAM,UNRANKED,14.12.594.4901,Malzahar,Volibear,Azir,Sylas,Katarina,Veigar,Sona,Trundle,LeeSin,Akshan,1
10952,NA1_5023532393,NA1,CLASSIC,PLATINUM II,14.12.594.4901,Zac,Jinx,Lux,Brand,Ornn,Yorick,Taliyah,Karthus,Zeri,Thresh,1
10953,NA1_5023496280,NA1,CLASSIC,SILVER IV,14.12.594.4901,Kayle,Zac,Lux,Zeri,Blitzcrank,Ornn,JarvanIV,Zoe,Ezreal,Karma,1
10954,NA1_5022850108,NA1,ARAM,UNRANKED,14.12.594.4901,Vex,Morgana,Milio,Pyke,Ziggs,Sylas,Zeri,Thresh,Ezreal,Brand,1
10955,NA1_5022828165,NA1,ARAM,BRONZE III,14.12.594.4901,Poppy,Lux,Tristana,Nunu,Seraphine,Lillia,Hwei,Sona,Sivir,Skarner,1
10956,NA1_5022796913,NA1,CLASSIC,PLATINUM IV,14.12.594.4901,Mordekaiser,Shaco,Ahri,Zeri,Thresh,Chogath,Graves,Vex,Caitlyn,Skarner,1
10957,NA1_5022181944,NA1,ARAM,UNRANKED,14.12.594.4901,Kayle,Velkoz,Zeri,Quinn,Karma,Heimerdinger,Ezreal,Akshan,Chogath,Ryze,1
10958,NA1_5022157075,NA1,ARAM,UNRANKED,14.12.594.4901,Singed,Smolder,Alistar,Caitlyn,FiddleSticks,Neeko,Renata,Yone,Varus,Orianna,0
10959,NA1_5035707546,NA1,CLASSIC,GOLD III,14.13.598.9749,Viktor,Nunu,Karma,Senna,Ashe,Skarner,Gangplank,Zed,Samira,Leblanc,0
10960,NA1_5035686954,NA1,CLASSIC,GOLD III,14.13.598.9749,Zilean,Lillia,Zed,Jhin,Zyra,Illaoi,Gragas,Vladimir,Jinx,Sona,0
10961,NA1_5035661116,NA1,CLASSIC,GOLD IV,14.13.598.9749,Shen,XinZhao,Swain,Ezreal,Teemo,Ornn,Morgana,Fizz,Jinx,Nautilus,0
10962,NA1_5035631110,NA1,CLASSIC,GOLD III,14.13.598.9749,Ornn,MasterYi,Kassadin,Kaisa,Soraka,Aatrox,Briar,TwistedFate,Caitlyn,Seraphine,0
10963,NA1_5035588517,NA1,CLASSIC,GOLD III,14.13.598.9749,Sett,Nocturne,Yone,Kaisa,Janna,Gnar,Shaco,Annie,Varus,Sona,1
10964,NA1_5035550346,NA1,CLASSIC,GOLD III,14.13.598.9749,Ashe,Brand,Annie,Caitlyn,Rell,Aatrox,Shaco,Ahri,Jhin,Nami,1
10965,NA1_5035526506,NA1,CLASSIC,UNRANKED,14.13.598.9749,Rengar,Udyr,DrMundo,MissFortune,Lux,Nasus,Amumu,Briar,Kaisa,Braum,0
10966,NA1_5035498499,NA1,CLASSIC,GOLD IV,14.13.598.9749,Chogath,FiddleSticks,Naafiri,Caitlyn,Lulu,Nasus,Zac,Viktor,Jinx,Lissandra,0
10967,NA1_5035467659,NA1,ARAM,UNRANKED,14.13.598.9749,Shaco,Rengar,Graves,Annie,Rell,Lucian,Kayle,Sett,Elise,Nasus,1
10968,NA1_5035462109,NA1,ARAM,GOLD III,14.13.598.9749,Brand,Ezreal,Kaisa,Quinn,Ziggs,JarvanIV,Nidalee,Sona,Yasuo,Vi,1
10969,NA1_5035056038,NA1,CLASSIC,GOLD III,14.13.598.9749,DrMundo,Rumble,Galio,Ezreal,Lux,Volibear,Gwen,Taliyah,MissFortune,Leona,0
10970,NA1_5035017524,NA1,CLASSIC,SILVER II,14.13.598.9749,Udyr,Viego,Ashe,Aphelios,Seraphine,Malphite,Khazix,Galio,Xayah,Lux,1
10971,NA1_5034992685,NA1,CLASSIC,GOLD II,14.13.598.9749,Yasuo,Shaco,Sylas,Draven,Orianna,Sion,Vi,Hwei,Vayne,Twitch,0
11541,NA1_5033654337,NA1,CLASSIC,PLATINUM III,14.13.598.9749,Skarner,Amumu,Malphite,MissFortune,JarvanIV,DrMundo,Khazix,Sylas,Lux,Seraphine,0
10973,NA1_5034597888,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,Ashe,MissFortune,Volibear,RekSai,Lillia,Vi,Jinx,Janna,Morgana,0
10974,NA1_5034581266,NA1,ARAM,UNRANKED,14.13.598.9749,Sejuani,Graves,Jinx,Soraka,Lulu,Rumble,Maokai,Vex,Cassiopeia,Quinn,1
10975,NA1_5034570733,NA1,ARAM,UNRANKED,14.13.598.9749,Diana,Neeko,Kayle,Sivir,Galio,Pyke,Aphelios,Lux,Varus,Thresh,1
10976,NA1_5034568917,NA1,ARAM,SILVER IV,14.13.598.9749,Ivern,Velkoz,Shyvana,Smolder,Rammus,Veigar,Tryndamere,Camille,Malphite,Vex,0
10977,NA1_5034555237,NA1,ARAM,BRONZE II,14.13.598.9749,Veigar,Nidalee,Zeri,Orianna,Leblanc,Diana,Sion,Vi,Taliyah,Zyra,1
10978,NA1_5034547851,NA1,ARAM,UNRANKED,14.13.598.9749,Katarina,Veigar,Orianna,Sona,TwistedFate,Kled,KogMaw,Blitzcrank,Jinx,Poppy,1
10979,NA1_5035766541,NA1,CLASSIC,GOLD II,14.13.598.9749,Mordekaiser,Amumu,Zed,Caitlyn,Seraphine,KSante,Shaco,Brand,Xayah,Blitzcrank,1
10980,NA1_5035743315,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Fizz,MasterYi,Ekko,Ashe,TahmKench,DrMundo,Warwick,Tristana,Vayne,Sylas,0
10981,NA1_5035711481,NA1,CLASSIC,GOLD IV,14.13.598.9749,Ornn,Shaco,Akshan,Twitch,Braum,Aatrox,Kayn,Brand,Ezreal,Senna,1
10982,NA1_5035683760,NA1,CLASSIC,SILVER I,14.13.598.9749,Illaoi,MasterYi,Tristana,Jhin,Yuumi,Poppy,Volibear,Yone,Lucian,Nami,0
10983,NA1_5035228035,NA1,CLASSIC,PLATINUM II,14.13.598.9749,Aatrox,Ekko,Cassiopeia,Vayne,Rell,Kennen,Warwick,Tristana,Senna,TahmKench,0
10984,NA1_5035200079,NA1,CLASSIC,GOLD III,14.13.598.9749,Shen,Karthus,Yone,Samira,Brand,Teemo,Udyr,Tristana,Caitlyn,Malphite,1
10985,NA1_5035111674,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Teemo,Jax,Lucian,Jhin,Pantheon,Sett,Briar,Seraphine,Tristana,Renata,1
10986,NA1_5034775039,NA1,CLASSIC,GOLD I,14.13.598.9749,Aatrox,Shaco,Akshan,Varus,Morgana,MonkeyKing,Skarner,Chogath,Vayne,Milio,1
10987,NA1_5034752206,NA1,CLASSIC,GOLD I,14.13.598.9749,Renekton,Kayn,Tristana,MissFortune,Swain,Mordekaiser,Nunu,Corki,Jinx,Nautilus,1
10988,NA1_5034733522,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Vayne,Lillia,Tristana,Zeri,Seraphine,Sion,Kayn,Diana,Caitlyn,Leona,0
10989,NA1_5034717348,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Tristana,Vi,Volibear,Samira,Thresh,Jax,Graves,Cassiopeia,Ashe,Senna,1
10990,NA1_5034564584,NA1,CLASSIC,PLATINUM II,14.13.598.9749,TahmKench,Amumu,Vladimir,Tristana,Leona,Illaoi,Rammus,Lissandra,Ashe,Blitzcrank,0
10991,NA1_5034536316,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Kennen,Nocturne,Ahri,Jinx,Shen,Aatrox,Zac,Annie,Ezreal,Leona,1
10992,NA1_5034516405,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Jax,MasterYi,Leblanc,Kaisa,Blitzcrank,Mordekaiser,Rammus,Malzahar,Samira,Janna,0
10993,NA1_5034140249,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Quinn,Udyr,AurelionSol,Xayah,Rakan,Ornn,Viego,Leblanc,Jinx,Lulu,0
10994,NA1_5034120564,NA1,CLASSIC,EMERALD IV,14.13.598.9749,DrMundo,LeeSin,Galio,Jinx,Lux,Nasus,Amumu,Akali,Kaisa,Nami,1
10995,NA1_5034114796,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Sion,Warwick,Ziggs,Jinx,Thresh,Urgot,Rammus,Ahri,Jhin,Lux,0
10996,NA1_5033955602,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Teemo,Rammus,Yone,Aphelios,TahmKench,Karma,Skarner,AurelionSol,Ashe,Sona,1
10997,NA1_5035571470,NA1,CLASSIC,UNRANKED,14.13.598.9749,Irelia,Brand,Vex,Ezreal,Thresh,Urgot,Sejuani,Zoe,Kaisa,Nami,0
10998,NA1_5035554931,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Malphite,Ivern,Kassadin,Zeri,Yuumi,Teemo,Nocturne,Fizz,Jinx,Blitzcrank,0
10999,NA1_5035172020,NA1,ARAM,UNRANKED,14.13.598.9749,Varus,Yone,MonkeyKing,Sylas,TwistedFate,Jayce,Ezreal,MasterYi,Thresh,Teemo,1
11000,NA1_5035156467,NA1,ARAM,BRONZE III,14.13.598.9749,Poppy,Kindred,Nidalee,Ziggs,Kalista,Blitzcrank,Akali,Vladimir,Annie,Jayce,0
11001,NA1_5035153505,NA1,CLASSIC,GOLD II,14.13.598.9749,DrMundo,Zac,AurelionSol,Ezreal,Ashe,Smolder,Teemo,Malzahar,Veigar,Chogath,0
11002,NA1_5035128267,NA1,CLASSIC,SILVER II,14.13.598.9749,Garen,Nunu,Hwei,Caitlyn,Leona,Yorick,Khazix,Tristana,Kaisa,Lux,1
11003,NA1_5035089417,NA1,CLASSIC,UNRANKED,14.13.598.9749,Trundle,Shyvana,Ahri,Ashe,Shen,Pantheon,FiddleSticks,Galio,Kaisa,Rell,0
11004,NA1_5030793879,NA1,CLASSIC,PLATINUM IV,14.13.596.7996,Pantheon,Graves,Brand,Ezreal,Lux,Vayne,Zac,Veigar,Sivir,Nami,1
11005,NA1_5030760502,NA1,CLASSIC,BRONZE I,14.13.596.7996,Nami,Karthus,Volibear,Renekton,Nilah,Ekko,Sivir,Hecarim,Irelia,Nautilus,0
11006,NA1_5030092857,NA1,CLASSIC,GOLD IV,14.13.596.7996,Darius,Zac,Azir,Kaisa,Leona,Teemo,Viego,Kayle,Jinx,Swain,0
11007,NA1_5029588304,NA1,ARAM,BRONZE IV,14.13.596.7996,Thresh,Zoe,Chogath,Xayah,Mordekaiser,Kled,MasterYi,Viego,Nasus,Kennen,0
11008,NA1_5028812637,NA1,CLASSIC,PLATINUM III,14.13.596.7996,Skarner,Lillia,Yasuo,Ashe,Morgana,Sett,Khazix,Velkoz,Corki,Lux,0
11009,NA1_5027512876,NA1,CLASSIC,PLATINUM IV,14.12.594.4901,Quinn,Nunu,Annie,Ashe,Morgana,Yone,XinZhao,Fizz,Corki,Blitzcrank,0
11010,NA1_5027474601,NA1,CLASSIC,PLATINUM IV,14.12.594.4901,Gwen,Nocturne,Sylas,Kaisa,Pantheon,Garen,Teemo,Vex,Smolder,Zyra,1
11011,NA1_5027454508,NA1,CLASSIC,PLATINUM I,14.12.594.4901,Warwick,Kayn,Syndra,Kaisa,Thresh,Brand,Lillia,Ashe,Samira,Nautilus,0
11012,NA1_5020845495,NA1,ARAM,BRONZE I,14.12.594.4901,Cassiopeia,Nami,Vex,Renekton,Jinx,Volibear,Thresh,Warwick,Swain,Zilean,0
11013,NA1_5020833244,NA1,ARAM,UNRANKED,14.12.594.4901,MissFortune,Thresh,Shyvana,Fizz,Lulu,Ornn,Sett,Shen,Skarner,Nautilus,1
11014,NA1_5035774941,NA1,CLASSIC,SILVER I,14.13.598.9749,Darius,Morgana,Orianna,Draven,Lulu,Volibear,Amumu,Talon,Ashe,Lux,1
11015,NA1_5035752511,NA1,CLASSIC,GOLD III,14.13.598.9749,Aatrox,Briar,TwistedFate,Kaisa,Janna,Akshan,Amumu,Yasuo,Caitlyn,Thresh,0
11016,NA1_5035733450,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Aatrox,Rammus,Kassadin,Kaisa,Thresh,Garen,Briar,Yone,Tristana,Rell,0
11017,NA1_5032709046,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,TwistedFate,Naafiri,Malphite,Samira,Taric,Akshan,Graves,Tristana,Lucian,Nami,0
11018,NA1_5032667263,NA1,CLASSIC,GOLD II,14.13.598.9749,Yone,Graves,Lux,Caitlyn,Morgana,DrMundo,Zyra,Rammus,Ezreal,Taric,1
11019,NA1_5032645887,NA1,CLASSIC,PLATINUM II,14.13.598.9749,Skarner,Shaco,Brand,Jhin,Leona,Volibear,XinZhao,Leblanc,Ashe,Milio,0
11020,NA1_5032078984,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Caitlyn,Naafiri,Velkoz,Smolder,Lux,Akshan,Hecarim,Vex,Seraphine,Sona,1
11021,NA1_5031450920,NA1,CLASSIC,GOLD II,14.13.598.9749,Akshan,Skarner,Lux,Ashe,Braum,Smolder,Amumu,Zoe,Kaisa,Pyke,0
11022,NA1_5031425820,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Teemo,Shyvana,Syndra,Jinx,Thresh,DrMundo,Brand,Garen,Kaisa,Galio,0
11023,NA1_5030853725,NA1,CLASSIC,GOLD III,14.13.596.7996,Quinn,MasterYi,Viktor,Zeri,Yuumi,Akshan,Vi,Brand,Lux,Seraphine,1
11024,NA1_5030146145,NA1,CLASSIC,GOLD II,14.13.596.7996,Volibear,Udyr,Leblanc,Nilah,Janna,Ornn,Viego,Malzahar,Jinx,Rell,1
11025,NA1_5029912693,NA1,CLASSIC,SILVER III,14.13.596.7996,Garen,Lillia,Anivia,Jhin,Lulu,Volibear,Nunu,Hwei,Tristana,Galio,1
11026,NA1_5029546090,NA1,CLASSIC,GOLD I,14.13.596.7996,Garen,Khazix,Zoe,Kaisa,Braum,Volibear,Zac,Vex,Ashe,Nautilus,0
11027,NA1_5029526739,NA1,CLASSIC,PLATINUM III,14.13.596.7996,MonkeyKing,Zac,Vex,Ashe,Lulu,Volibear,Diana,Veigar,Jinx,Brand,0
11028,NA1_5029512422,NA1,CLASSIC,GOLD II,14.13.596.7996,Volibear,Amumu,Hwei,Tristana,Taric,Nasus,MasterYi,Sejuani,MissFortune,Zyra,0
11029,NA1_5028902445,NA1,CLASSIC,GOLD II,14.13.596.7996,Akshan,Lillia,Qiyana,Nilah,Nami,Garen,Warwick,Vayne,Sivir,Malphite,0
11030,NA1_5028298008,NA1,CLASSIC,GOLD II,14.13.596.7996,Volibear,Vi,Sylas,Jhin,Xerath,Gangplank,Kayn,Yone,Senna,Ezreal,1
11031,NA1_5027683617,NA1,CLASSIC,PLATINUM IV,14.12.594.4901,Volibear,Evelynn,Kassadin,Ezreal,Morgana,Singed,Briar,Anivia,Ashe,Leona,1
11032,NA1_5027679923,NA1,ARAM,UNRANKED,14.12.594.4901,Ashe,Jayce,Bard,JarvanIV,Renata,Morgana,Akali,Irelia,Thresh,Kaisa,1
11033,NA1_5035494144,NA1,CLASSIC,UNRANKED,14.13.598.9749,Chogath,Kindred,Anivia,Kaisa,Janna,Yorick,Lillia,Yone,Draven,Nami,1
11034,NA1_5035055186,NA1,CLASSIC,EMERALD III,14.13.598.9749,Nasus,Udyr,Naafiri,Jhin,Soraka,Sett,Lillia,Corki,Twitch,Syndra,1
11035,NA1_5035009742,NA1,CLASSIC,EMERALD II,14.13.598.9749,Rumble,Nocturne,Galio,Lucian,Bard,Warwick,Lillia,Zed,Jinx,Karma,0
11036,NA1_5034981279,NA1,CLASSIC,EMERALD II,14.13.598.9749,Gwen,Volibear,Yone,Jinx,Nami,Ornn,Lillia,Morgana,Ashe,Poppy,0
11037,NA1_5034910908,NA1,CLASSIC,EMERALD IV,14.13.598.9749,Gwen,Amumu,Garen,Ashe,Blitzcrank,Yorick,Udyr,TwistedFate,Twitch,Pyke,1
11038,NA1_5034227297,NA1,CLASSIC,EMERALD IV,14.13.598.9749,Gwen,Khazix,Lux,Draven,Nautilus,Shyvana,Viego,Brand,Ezreal,Shaco,0
11039,NA1_5034207318,NA1,CLASSIC,EMERALD IV,14.13.598.9749,Darius,Udyr,Katarina,Kaisa,Swain,Vayne,Briar,Taliyah,Samira,Nautilus,0
11040,NA1_5034184531,NA1,CLASSIC,EMERALD IV,14.13.598.9749,Illaoi,Nocturne,Vex,Jinx,Lulu,Kennen,XinZhao,Ekko,Ashe,Sona,0
11041,NA1_5034167862,NA1,CLASSIC,PLATINUM II,14.13.598.9749,AurelionSol,Briar,Ahri,Jinx,Nami,Urgot,Lillia,Yasuo,Brand,Leona,1
11042,NA1_5033923655,NA1,CLASSIC,PLATINUM II,14.13.598.9749,Sett,Graves,Annie,Samira,Alistar,Veigar,Udyr,Zed,Kaisa,Aatrox,1
11043,NA1_5033908176,NA1,CLASSIC,EMERALD IV,14.13.598.9749,Poppy,Lillia,Akshan,Jhin,Xerath,Aatrox,Udyr,Viktor,MissFortune,Seraphine,0
11044,NA1_5033703856,NA1,CLASSIC,PLATINUM III,14.13.598.9749,Renekton,Khazix,Sion,Jhin,Neeko,Mordekaiser,Graves,Yasuo,Kaisa,Alistar,1
11045,NA1_5033666421,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Fiora,JarvanIV,Galio,KogMaw,Veigar,Camille,Khazix,Leblanc,Ashe,Janna,0
11046,NA1_5033658700,NA1,CLASSIC,PLATINUM III,14.13.598.9749,Mordekaiser,MasterYi,Irelia,Lucian,Nami,TahmKench,Khazix,Sylas,Jhin,Blitzcrank,1
11047,NA1_5033568413,NA1,CLASSIC,PLATINUM I,14.13.598.9749,Volibear,Lillia,Galio,Draven,Morgana,DrMundo,MasterYi,Vex,Ezreal,Rell,0
11048,NA1_5033545563,NA1,CLASSIC,PLATINUM I,14.13.598.9749,Tryndamere,Nocturne,Galio,MissFortune,Renata,Illaoi,Sylas,Darius,Kaisa,Amumu,0
11049,NA1_5033258775,NA1,CLASSIC,BRONZE IV,14.13.598.9749,Sett,Briar,Kennen,Kalista,Braum,Volibear,Rengar,Lux,Ezreal,Thresh,0
11050,NA1_5033114646,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Jax,Vi,Pantheon,Ziggs,Morgana,Fiora,Udyr,Azir,Caitlyn,Milio,1
11051,NA1_5033055264,NA1,CLASSIC,PLATINUM II,14.13.598.9749,Darius,Kayn,Hwei,Caitlyn,Thresh,Riven,Lillia,Jayce,Jhin,Shen,1
11052,NA1_5033030524,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Urgot,Teemo,Tristana,Samira,Xerath,Malphite,Hecarim,Brand,Caitlyn,Lux,1
11053,NA1_5031023463,NA1,CLASSIC,SILVER II,14.13.596.7996,Gnar,Volibear,Katarina,Sivir,Senna,Garen,Khazix,Naafiri,Caitlyn,Neeko,1
11054,NA1_5031014134,NA1,CLASSIC,GOLD III,14.13.596.7996,Azir,Nocturne,Naafiri,Tristana,Neeko,Mordekaiser,Kayn,Yone,Jhin,Swain,1
11055,NA1_5028519756,NA1,CLASSIC,GOLD III,14.13.596.7996,Ornn,Kayn,Naafiri,Ezreal,Neeko,Trundle,Sejuani,Tristana,Caitlyn,Leona,0
11056,NA1_5028500391,NA1,CLASSIC,SILVER II,14.13.596.7996,Camille,Lillia,Naafiri,Caitlyn,Seraphine,Yasuo,Zac,Azir,Kaisa,Senna,0
11057,NA1_5028492760,NA1,CLASSIC,GOLD IV,14.13.596.7996,Sett,MasterYi,Malzahar,Caitlyn,Soraka,Darius,LeeSin,Naafiri,Kaisa,Seraphine,1
11058,NA1_5028469460,NA1,CLASSIC,GOLD III,14.13.596.7996,Nasus,Rammus,Naafiri,Kaisa,Neeko,Mordekaiser,Briar,AurelionSol,Zeri,Poppy,1
11059,NA1_5028460386,NA1,CLASSIC,GOLD III,14.13.596.7996,Mordekaiser,Shaco,Naafiri,MissFortune,Neeko,Udyr,LeeSin,Vex,Ezreal,TahmKench,0
11060,NA1_5028071960,NA1,CLASSIC,GOLD III,14.13.596.7996,Irelia,XinZhao,Pantheon,Ezreal,Lux,Nasus,Morgana,Brand,Caitlyn,Velkoz,1
11061,NA1_5028027578,NA1,CLASSIC,GOLD IV,14.13.596.7996,Tryndamere,Darius,Vladimir,Kaisa,Thresh,Quinn,Diana,Naafiri,Ashe,Neeko,1
